quarter,supplier,stem_name,stem_type,total_stems,quarterly_events,avg_stems_per_event,annual_total
3,Mayesh,Cremon Mum White- Maisy,,200,672,0.2976,970
4,Mayesh,Cremon Mum White- Maisy,,600,641,0.936,970
2,Mayesh,XL White Calla Lily - Super Open Cut,,360,720,0.5,950
3,Mayesh,XL White Calla Lily - Super Open Cut,,200,672,0.2976,950
4,Mayesh,XL White Calla Lily - Super Open Cut,,390,641,0.6084,950
3,Mayesh,Carnation - Caramel,,445,672,0.6622,940
4,Mayesh,Carnation - Caramel,,495,641,0.7722,940
2,Mayesh,Delphinium White (White Center),,190,720,0.2639,940
3,Mayesh,Delphinium White (White Center),,260,672,0.3869,940
4,Mayesh,Delphinium White (White Center),,490,641,0.7644,940
1,Mayesh,Mum Ball Red - Testarossa,,305,181,1.6851,940
2,Mayesh,Mum Ball Red - Testarossa,,5,720,0.0069,940
3,Mayesh,Mum Ball Red - Testarossa,,225,672,0.3348,940
4,Mayesh,Mum Ball Red - Testarossa,,405,641,0.6318,940
2,Mayesh,Astrantia White,Astrantia,295,720,0.4097,905
3,Mayesh,Astrantia White,Astrantia,260,672,0.3869,905
4,Mayesh,Astrantia White,Astrantia,350,641,0.546,905
1,Mayesh,Thistle Eryngium - Blue Ice,,170,181,0.9392,890
2,Mayesh,Thistle Eryngium - Blue Ice,,330,720,0.4583,890
3,Mayesh,Thistle Eryngium - Blue Ice,,290,672,0.4315,890
4,Mayesh,Thistle Eryngium - Blue Ice,,100,641,0.156,890
1,Mayesh,Queen Anne's Lace White,,90,181,0.4972,880
2,Mayesh,Queen Anne's Lace White,,230,720,0.3194,880
3,Mayesh,Queen Anne's Lace White,,320,672,0.4762,880
4,Mayesh,Queen Anne's Lace White,,240,641,0.3744,880
1,Mayesh,Plumosa,,50,181,0.2762,830
2,Mayesh,Plumosa,,320,720,0.4444,830
3,Mayesh,Plumosa,,170,672,0.253,830
4,Mayesh,Plumosa,,290,641,0.4524,830
2,Mayesh,Eucalyptus - Cinerea,Eucalyptus,120,720,0.1667,820
3,Mayesh,Eucalyptus - Cinerea,Eucalyptus,600,672,0.8929,820
4,Mayesh,Eucalyptus - Cinerea,Eucalyptus,100,641,0.156,820
2,Mayesh,Carnation Burgundy- Red Velvet,,160,720,0.2222,810
3,Mayesh,Carnation Burgundy- Red Velvet,,75,672,0.1116,810
4,Mayesh,Carnation Burgundy- Red Velvet,,575,641,0.897,810
2,Mayesh,Delphinium- Belladonna White,,430,720,0.5972,760
3,Mayesh,Delphinium- Belladonna White,,260,672,0.3869,760
4,Mayesh,Delphinium- Belladonna White,,70,641,0.1092,760
1,Mayesh,Eucalyptus - Baby Blue,,70,181,0.3867,760
2,Mayesh,Eucalyptus - Baby Blue,,340,720,0.4722,760
3,Mayesh,Eucalyptus - Baby Blue,,320,672,0.4762,760
4,Mayesh,Eucalyptus - Baby Blue,,30,641,0.0468,760
2,Mayesh,Lisianthus White,Lisianthus,190,720,0.2639,740
3,Mayesh,Lisianthus White,Lisianthus,400,672,0.5952,740
4,Mayesh,Lisianthus White,Lisianthus,150,641,0.234,740
2,Mayesh,Amaranthus - Hanging Green - 60cm,,160,720,0.2222,730
3,Mayesh,Amaranthus - Hanging Green - 60cm,,370,672,0.5506,730
4,Mayesh,Amaranthus - Hanging Green - 60cm,,200,641,0.312,730
1,Mayesh,Sword Fern,,200,181,1.105,720
2,Mayesh,Sword Fern,,190,720,0.2639,720
3,Mayesh,Sword Fern,,70,672,0.1042,720
4,Mayesh,Sword Fern,,260,641,0.4056,720
1,Mayesh,Rose Terracotta - Toffee,Rose,25,181,0.1381,700
2,Mayesh,Rose Terracotta - Toffee,Rose,150,720,0.2083,700
3,Mayesh,Rose Terracotta - Toffee,Rose,175,672,0.2604,700
4,Mayesh,Rose Terracotta - Toffee,Rose,350,641,0.546,700
2,Mayesh,Leather Leaf,Leather Leaf,435,720,0.6042,680
3,Mayesh,Leather Leaf,Leather Leaf,175,672,0.2604,680
4,Mayesh,Leather Leaf,Leather Leaf,70,641,0.1092,680
2,Mayesh,Amaranthus- Hanging Green - 70cm,,120,720,0.1667,670
3,Mayesh,Amaranthus- Hanging Green - 70cm,,330,672,0.4911,670
4,Mayesh,Amaranthus- Hanging Green - 70cm,,220,641,0.3432,670
2,Mayesh,Hydrangea - Antique Green Premium (18-19 cm),,89,720,0.1236,668
3,Mayesh,Hydrangea - Antique Green Premium (18-19 cm),,287,672,0.4271,668
4,Mayesh,Hydrangea - Antique Green Premium (18-19 cm),,292,641,0.4555,668
2,Mayesh,Carnation White - Igloo,,275,720,0.3819,645
3,Mayesh,Carnation White - Igloo,,175,672,0.2604,645
4,Mayesh,Carnation White - Igloo,,195,641,0.3042,645
1,Mayesh,Spray Rose Peach - Bali,,20,181,0.1105,615
2,Mayesh,Spray Rose Peach - Bali,,120,720,0.1667,615
3,Mayesh,Spray Rose Peach - Bali,,425,672,0.6324,615
4,Mayesh,Spray Rose Peach - Bali,,50,641,0.078,615
1,Mayesh,Italian Ruscus Short,Italian Ruscus,125,181,0.6906,575
2,Mayesh,Italian Ruscus Short,Italian Ruscus,75,720,0.1042,575
3,Mayesh,Italian Ruscus Short,Italian Ruscus,250,672,0.372,575
4,Mayesh,Italian Ruscus Short,Italian Ruscus,125,641,0.195,575
1,Mayesh,Olive Greenery,,80,181,0.442,565
2,Mayesh,Olive Greenery,,330,720,0.4583,565
4,Mayesh,Olive Greenery,,155,641,0.2418,565
2,Mayesh,Rose Terracotta - Coffee Break,,50,720,0.0694,550
3,Mayesh,Rose Terracotta - Coffee Break,,25,672,0.0372,550
4,Mayesh,Rose Terracotta - Coffee Break,,475,641,0.741,550
1,Mayesh,Astrantia Burgundy,Astrantia,20,181,0.1105,540
2,Mayesh,Astrantia Burgundy,Astrantia,60,720,0.0833,540
3,Mayesh,Astrantia Burgundy,Astrantia,60,672,0.0893,540
4,Mayesh,Astrantia Burgundy,Astrantia,400,641,0.624,540
1,Mayesh,Springeri,,30,181,0.1657,540
2,Mayesh,Springeri,,130,720,0.1806,540
3,Mayesh,Springeri,,310,672,0.4613,540
4,Mayesh,Springeri,,70,641,0.1092,540
1,Mayesh,Rose Red - Black Baccara,,75,181,0.4144,500
2,Mayesh,Rose Red - Black Baccara,,150,720,0.2083,500
3,Mayesh,Rose Red - Black Baccara,,100,672,0.1488,500
4,Mayesh,Rose Red - Black Baccara,,175,641,0.273,500
2,Mayesh,Rose Beige - Quicksand,,125,720,0.1736,470
4,Mayesh,Rose Beige - Quicksand,,345,641,0.5382,470
2,Mayesh,Thistle Eryngium - Blue Jackpot,,145,720,0.2014,470
3,Mayesh,Thistle Eryngium - Blue Jackpot,,240,672,0.3571,470
4,Mayesh,Thistle Eryngium - Blue Jackpot,,85,641,0.1326,470
2,Mayesh,Explosion Grass,,30,720,0.0417,460
3,Mayesh,Explosion Grass,,170,672,0.253,460
4,Mayesh,Explosion Grass,,260,641,0.4056,460
1,Mayesh,Delphinium Dark Blue - Belladonna,,30,181,0.1657,440
2,Mayesh,Delphinium Dark Blue - Belladonna,,60,720,0.0833,440
3,Mayesh,Delphinium Dark Blue - Belladonna,,160,672,0.2381,440
4,Mayesh,Delphinium Dark Blue - Belladonna,,190,641,0.2964,440
1,Mayesh,Larkspur White,,10,181,0.0552,425
2,Mayesh,Larkspur White,,85,720,0.1181,425
3,Mayesh,Larkspur White,,130,672,0.1935,425
4,Mayesh,Larkspur White,,200,641,0.312,425
1,Mayesh,Mum Ball White - Evidence,,30,181,0.1657,410
2,Mayesh,Mum Ball White - Evidence,,180,720,0.25,410
3,Mayesh,Mum Ball White - Evidence,,20,672,0.0298,410
4,Mayesh,Mum Ball White - Evidence,,180,641,0.2808,410
2,Mayesh,Peony White,,290,720,0.4028,395
3,Mayesh,Peony White,,105,672,0.1563,395
1,Mayesh,Hypericum Burgundy,,90,181,0.4972,390
2,Mayesh,Hypericum Burgundy,,60,720,0.0833,390
4,Mayesh,Hypericum Burgundy,,240,641,0.3744,390
2,Mayesh,Stock Peach,,140,720,0.1944,380
3,Mayesh,Stock Peach,,110,672,0.1637,380
4,Mayesh,Stock Peach,,130,641,0.2028,380
1,Mayesh,Tulip White,,20,181,0.1105,380
2,Mayesh,Tulip White,,230,720,0.3194,380
3,Mayesh,Tulip White,,90,672,0.1339,380
4,Mayesh,Tulip White,,40,641,0.0624,380
4,Mayesh,Rose Blush/champagne - Sprit,,375,641,0.585,375
2,Mayesh,Queen Anne's Lace Chocolate,,150,720,0.2083,370
3,Mayesh,Queen Anne's Lace Chocolate,,90,672,0.1339,370
4,Mayesh,Queen Anne's Lace Chocolate,,130,641,0.2028,370
2,Mayesh,Stock Cream/yellow,,240,720,0.3333,370
3,Mayesh,Stock Cream/yellow,,70,672,0.1042,370
4,Mayesh,Stock Cream/yellow,,60,641,0.0936,370
1,Mayesh,Spray Rose White - Floreana,,10,181,0.0552,365
2,Mayesh,Spray Rose White - Floreana,,205,720,0.2847,365
3,Mayesh,Spray Rose White - Floreana,,10,672,0.0149,365
4,Mayesh,Spray Rose White - Floreana,,140,641,0.2184,365
1,Mayesh,Mini Calla Lily Purple - La Paz,,20,181,0.1105,360
2,Mayesh,Mini Calla Lily Purple - La Paz,,100,720,0.1389,360
3,Mayesh,Mini Calla Lily Purple - La Paz,,170,672,0.253,360
4,Mayesh,Mini Calla Lily Purple - La Paz,,70,641,0.1092,360
2,Mayesh,Pompon Cushion Red - Chianti,,10,720,0.0139,355
3,Mayesh,Pompon Cushion Red - Chianti,,110,672,0.1637,355
4,Mayesh,Pompon Cushion Red - Chianti,,235,641,0.3666,355
4,Mayesh,Rose Cream/Blush - Suspiro,Rose,350,641,0.546,350
1,Mayesh,Agonis Foliage,,30,181,0.1657,345
3,Mayesh,Agonis Foliage,,115,672,0.1711,345
4,Mayesh,Agonis Foliage,,200,641,0.312,345
1,Mayesh,Palm - Robelina,,100,181,0.5525,345
2,Mayesh,Palm - Robelina,,75,720,0.1042,345
3,Mayesh,Palm - Robelina,,55,672,0.0818,345
4,Mayesh,Palm - Robelina,,115,641,0.1794,345
1,Mayesh,Sunflower Vincent,,50,181,0.2762,345
2,Mayesh,Sunflower Vincent,,260,720,0.3611,345
3,Mayesh,Sunflower Vincent,,25,672,0.0372,345
4,Mayesh,Sunflower Vincent,,10,641,0.0156,345
3,Mayesh,Carnation Burgundy - Caronte,,150,672,0.2232,330
4,Mayesh,Carnation Burgundy - Caronte,,180,641,0.2808,330
3,Mayesh,Chrysanthemum-Rosetta Dark Bronze,,135,672,0.2009,330
4,Mayesh,Chrysanthemum-Rosetta Dark Bronze,,195,641,0.3042,330
1,Mayesh,Dendrobium Orchid White,,20,181,0.1105,330
2,Mayesh,Dendrobium Orchid White,,20,720,0.0278,330
3,Mayesh,Dendrobium Orchid White,,60,672,0.0893,330
4,Mayesh,Dendrobium Orchid White,,230,641,0.3588,330
2,Mayesh,Spray Rose White - Snowflake,Spray Rose,140,720,0.1944,310
3,Mayesh,Spray Rose White - Snowflake,Spray Rose,90,672,0.1339,310
4,Mayesh,Spray Rose White - Snowflake,Spray Rose,80,641,0.1248,310
1,Mayesh,Wax Flower White,,70,181,0.3867,305
2,Mayesh,Wax Flower White,,100,720,0.1389,305
3,Mayesh,Wax Flower White,,75,672,0.1116,305
4,Mayesh,Wax Flower White,,60,641,0.0936,305
1,Mayesh,Dusty Miller - Large Leaf Silver,,90,181,0.4972,300
3,Mayesh,Dusty Miller - Large Leaf Silver,,120,672,0.1786,300
4,Mayesh,Dusty Miller - Large Leaf Silver,,90,641,0.1404,300
1,Mayesh,Baby's Breath Garland (per Ft),,87,181,0.4807,298
2,Mayesh,Baby's Breath Garland (per Ft),,81,720,0.1125,298
3,Mayesh,Baby's Breath Garland (per Ft),,95,672,0.1414,298
4,Mayesh,Baby's Breath Garland (per Ft),,35,641,0.0546,298
2,Mayesh,Lily Grass,,10,720,0.0139,295
3,Mayesh,Lily Grass,,235,672,0.3497,295
4,Mayesh,Lily Grass,,50,641,0.078,295
1,Mayesh,Nagi,,80,181,0.442,290
2,Mayesh,Nagi,,90,720,0.125,290
3,Mayesh,Nagi,,110,672,0.1637,290
4,Mayesh,Nagi,,10,641,0.0156,290
2,Mayesh,Pompon Daisy White - Atlantis,,150,720,0.2083,290
3,Mayesh,Pompon Daisy White - Atlantis,,110,672,0.1637,290
4,Mayesh,Pompon Daisy White - Atlantis,,30,641,0.0468,290
4,Mayesh,Spray Rose - Hanoi Majolica Blush Pink,,290,641,0.4524,290
2,Mayesh,Sweet Pea Blush,,170,720,0.2361,290
4,Mayesh,Sweet Pea Blush,,120,641,0.1872,290
2,Mayesh,Oriental Lily White,,35,720,0.0486,285
3,Mayesh,Oriental Lily White,,195,672,0.2902,285
4,Mayesh,Oriental Lily White,,55,641,0.0858,285
1,Mayesh,Mini Calla Lily - Mango,,40,181,0.221,280
2,Mayesh,Mini Calla Lily - Mango,,10,720,0.0139,280
3,Mayesh,Mini Calla Lily - Mango,,180,672,0.2679,280
4,Mayesh,Mini Calla Lily - Mango,,50,641,0.078,280
2,Mayesh,Carnation Peach/blush - Creta,Carnation,175,720,0.2431,275
3,Mayesh,Carnation Peach/blush - Creta,Carnation,25,672,0.0372,275
4,Mayesh,Carnation Peach/blush - Creta,Carnation,75,641,0.117,275
2,Mayesh,Garden Rose Blush - White O'Hare,,37,720,0.0514,272
3,Mayesh,Garden Rose Blush - White O'Hare,,35,672,0.0521,272
4,Mayesh,Garden Rose Blush - White O'Hare,,200,641,0.312,272
2,Mayesh,Snapdragon Orange,Snapdragon,130,720,0.1806,270
3,Mayesh,Snapdragon Orange,Snapdragon,140,672,0.2083,270
3,Mayesh,Green Mist QAL,,225,672,0.3348,265
4,Mayesh,Green Mist QAL,,40,641,0.0624,265
1,Mayesh,Dianthus - Green Wicky,,30,181,0.1657,260
2,Mayesh,Dianthus - Green Wicky,,130,720,0.1806,260
3,Mayesh,Dianthus - Green Wicky,,70,672,0.1042,260
4,Mayesh,Dianthus - Green Wicky,,30,641,0.0468,260
1,Mayesh,Orlaya,,40,181,0.221,260
2,Mayesh,Orlaya,,170,720,0.2361,260
4,Mayesh,Orlaya,,50,641,0.078,260
4,Mayesh,Stock Burgundy,,260,641,0.4056,260
2,Mayesh,Hydrangea - Baby Green,,51,720,0.0708,251
3,Mayesh,Hydrangea - Baby Green,,84,672,0.125,251
4,Mayesh,Hydrangea - Baby Green,,116,641,0.181,251
4,Mayesh,Strawflower Orange,,250,641,0.39,250
3,Mayesh,Pompon Cushion - Copper,,200,672,0.2976,245
4,Mayesh,Pompon Cushion - Copper,,45,641,0.0702,245
3,Mayesh,Calla Lily - Crystal Blush,,220,672,0.3274,240
4,Mayesh,Calla Lily - Crystal Blush,,20,641,0.0312,240
2,Mayesh,Snapdragon Purple,,40,720,0.0556,240
4,Mayesh,Snapdragon Purple,,200,641,0.312,240
2,Mayesh,Stock Lavender,Stock,10,720,0.0139,240
3,Mayesh,Stock Lavender,Stock,130,672,0.1935,240
4,Mayesh,Stock Lavender,Stock,100,641,0.156,240
3,Mayesh,Hypericum Cream,,20,672,0.0298,230
4,Mayesh,Hypericum Cream,,210,641,0.3276,230
2,Mayesh,Wax Flower Light Pink,,60,720,0.0833,230
3,Mayesh,Wax Flower Light Pink,,170,672,0.253,230
2,Mayesh,Mum Disbud - White,,110,720,0.1528,225
3,Mayesh,Mum Disbud - White,,80,672,0.119,225
4,Mayesh,Mum Disbud - White,,35,641,0.0546,225
3,Mayesh,Thistle Eryngium - Green Lagoon,,50,672,0.0744,225
4,Mayesh,Thistle Eryngium - Green Lagoon,,175,641,0.273,225
3,Mayesh,Acacia Foliage - Pearl Silver,,170,672,0.253,220
4,Mayesh,Acacia Foliage - Pearl Silver,,50,641,0.078,220
2,Mayesh,Bear Grass,,85,720,0.1181,220
3,Mayesh,Bear Grass,,125,672,0.186,220
4,Mayesh,Bear Grass,,10,641,0.0156,220
2,Mayesh,Delphinium Blue - Sunshine,,10,720,0.0139,220
3,Mayesh,Delphinium Blue - Sunshine,,90,672,0.1339,220
4,Mayesh,Delphinium Blue - Sunshine,,120,641,0.1872,220
2,Mayesh,Ranunculus - White Elegance,Ranunculus,170,720,0.2361,220
3,Mayesh,Ranunculus - White Elegance,Ranunculus,30,672,0.0446,220
4,Mayesh,Ranunculus - White Elegance,Ranunculus,20,641,0.0312,220
2,Mayesh,Spray Rose Red - Scarlette Mimi,,180,720,0.25,220
3,Mayesh,Spray Rose Red - Scarlette Mimi,,40,672,0.0595,220
1,Mayesh,Astilbe White,,40,181,0.221,200
2,Mayesh,Astilbe White,,40,720,0.0556,200
3,Mayesh,Astilbe White,,50,672,0.0744,200
4,Mayesh,Astilbe White,,70,641,0.1092,200
1,Mayesh,Delphinium Light Blue,,80,181,0.442,200
2,Mayesh,Delphinium Light Blue,,60,720,0.0833,200
3,Mayesh,Delphinium Light Blue,,60,672,0.0893,200
2,Mayesh,Rose Mauve - Barista Rose,,25,720,0.0347,200
3,Mayesh,Rose Mauve - Barista Rose,,125,672,0.186,200
4,Mayesh,Rose Mauve - Barista Rose,,50,641,0.078,200
2,Mayesh,Israeli Ruscus,,85,720,0.1181,195
3,Mayesh,Israeli Ruscus,,30,672,0.0446,195
4,Mayesh,Israeli Ruscus,,80,641,0.1248,195
1,Mayesh,Hydrangea White Medium,,12,181,0.0663,192
2,Mayesh,Hydrangea White Medium,,60,720,0.0833,192
3,Mayesh,Hydrangea White Medium,,36,672,0.0536,192
4,Mayesh,Hydrangea White Medium,,84,641,0.131,192
2,Mayesh,Pompon Daisy Yellow - Zippo,,130,720,0.1806,190
3,Mayesh,Pompon Daisy Yellow - Zippo,,50,672,0.0744,190
4,Mayesh,Pompon Daisy Yellow - Zippo,,10,641,0.0156,190
3,Mayesh,Cremon Blush - Rossano,Cremon,185,672,0.2753,185
2,Mayesh,Mini Calla Lily Deep Purple,,30,720,0.0417,180
4,Mayesh,Mini Calla Lily Deep Purple,,150,641,0.234,180
1,Mayesh,Snapdragon White,Snapdragon,30,181,0.1657,180
2,Mayesh,Snapdragon White,Snapdragon,30,720,0.0417,180
3,Mayesh,Snapdragon White,Snapdragon,100,672,0.1488,180
4,Mayesh,Snapdragon White,Snapdragon,20,641,0.0312,180
2,Mayesh,Carnation Orange - Megan,,125,720,0.1736,175
4,Mayesh,Carnation Orange - Megan,,50,641,0.078,175
2,Mayesh,Rose Dusty Mauve - Faith,,125,720,0.1736,175
4,Mayesh,Rose Dusty Mauve - Faith,,50,641,0.078,175
3,Mayesh,Hydrangea Green - Esmeralda,,99,672,0.1473,171
4,Mayesh,Hydrangea Green - Esmeralda,,72,641,0.1123,171
1,Mayesh,Delphinium Blue- Sea Waltz - 70cm,,10,181,0.0552,170
2,Mayesh,Delphinium Blue- Sea Waltz - 70cm,,20,720,0.0278,170
4,Mayesh,Delphinium Blue- Sea Waltz - 70cm,,140,641,0.2184,170
2,Mayesh,Snapdragon Pink,Snapdragon,110,720,0.1528,170
3,Mayesh,Snapdragon Pink,Snapdragon,60,672,0.0893,170
1,Mayesh,Tree Fern,,40,181,0.221,170
2,Mayesh,Tree Fern,,10,720,0.0139,170
3,Mayesh,Tree Fern,,100,672,0.1488,170
4,Mayesh,Tree Fern,,20,641,0.0312,170
4,Mayesh,Leyland Cypress,,160,641,0.2496,160
2,Mayesh,Lisianthus Dark Purple,,30,720,0.0417,160
3,Mayesh,Lisianthus Dark Purple,,70,672,0.1042,160
4,Mayesh,Lisianthus Dark Purple,,60,641,0.0936,160
2,Mayesh,Pompon Cushion - Creme Brulee,,10,720,0.0139,160
3,Mayesh,Pompon Cushion - Creme Brulee,,130,672,0.1935,160
4,Mayesh,Pompon Cushion - Creme Brulee,,20,641,0.0312,160
1,Mayesh,Snapdragon Dark Pink,,20,181,0.1105,160
2,Mayesh,Snapdragon Dark Pink,,60,720,0.0833,160
3,Mayesh,Snapdragon Dark Pink,,80,672,0.119,160
3,Mayesh,Spray Rose - Sahara Sensation,,60,672,0.0893,160
4,Mayesh,Spray Rose - Sahara Sensation,,100,641,0.156,160
3,Mayesh,Spray Stock White,,40,672,0.0595,160
4,Mayesh,Spray Stock White,,120,641,0.1872,160
1,Mayesh,Mixed Evergreen Stems,,100,181,0.5525,156
4,Mayesh,Mixed Evergreen Stems,,56,641,0.0874,156
3,Mayesh,Anthurium Dark Red - Choco MED,,37,672,0.0551,155
4,Mayesh,Anthurium Dark Red - Choco MED,,118,641,0.1841,155
2,Mayesh,Peony Blush,,135,720,0.1875,155
3,Mayesh,Peony Blush,,20,672,0.0298,155
3,Mayesh,Preserved - White Italian Ruscus,,25,672,0.0372,155
4,Mayesh,Preserved - White Italian Ruscus,,130,641,0.2028,155
2,Mayesh,Amaranthus- Hanging Red - 70cm,,10,720,0.0139,150
3,Mayesh,Amaranthus- Hanging Red - 70cm,,30,672,0.0446,150
4,Mayesh,Amaranthus- Hanging Red - 70cm,,110,641,0.1716,150
2,Mayesh,Aster - Purple Monarch,,30,720,0.0417,150
3,Mayesh,Aster - Purple Monarch,,120,672,0.1786,150
2,Mayesh,Carnation Blush - Mizuky,,50,720,0.0694,150
4,Mayesh,Carnation Blush - Mizuky,,100,641,0.156,150
2,Mayesh,Rose Lavender/grey - Amnesia,,25,720,0.0347,150
3,Mayesh,Rose Lavender/grey - Amnesia,,50,672,0.0744,150
4,Mayesh,Rose Lavender/grey - Amnesia,,75,641,0.117,150
1,Mayesh,Rose Mauve - Cappuccino,,25,181,0.1381,150
2,Mayesh,Rose Mauve - Cappuccino,,25,720,0.0347,150
3,Mayesh,Rose Mauve - Cappuccino,,50,672,0.0744,150
4,Mayesh,Rose Mauve - Cappuccino,,50,641,0.078,150
2,Mayesh,Tweedia Blue,,140,720,0.1944,150
4,Mayesh,Tweedia Blue,,10,641,0.0156,150
3,Mayesh,Baby's Breath White - Wild Pearl,,30,672,0.0446,145
4,Mayesh,Baby's Breath White - Wild Pearl,,115,641,0.1794,145
2,Mayesh,Cremon Blush - Candyfloss,Cremon,60,720,0.0833,140
3,Mayesh,Cremon Blush - Candyfloss,Cremon,80,672,0.119,140
1,Mayesh,Lisianthus Brown - Wondrous,,80,181,0.442,140
3,Mayesh,Lisianthus Brown - Wondrous,,30,672,0.0446,140
4,Mayesh,Lisianthus Brown - Wondrous,,30,641,0.0468,140
3,Mayesh,Mum Ball Bronze - Chivas Dark,,140,672,0.2083,140
2,Mayesh,Plumosa Dyed Bright Red,,140,720,0.1944,140
2,Mayesh,Romancero Salmon - Disbud Chrysanthemum,,70,720,0.0972,140
3,Mayesh,Romancero Salmon - Disbud Chrysanthemum,,70,672,0.1042,140
4,Mayesh,Solomio Burgundy - Sem,,135,641,0.2106,135
1,Mayesh,Amaranthus - Hanging Red - 60cm,,20,181,0.1105,130
2,Mayesh,Amaranthus - Hanging Red - 60cm,,20,720,0.0278,130
3,Mayesh,Amaranthus - Hanging Red - 60cm,,40,672,0.0595,130
4,Mayesh,Amaranthus - Hanging Red - 60cm,,50,641,0.078,130
3,Mayesh,Bupleurum,,70,672,0.1042,130
4,Mayesh,Bupleurum,,60,641,0.0936,130
3,Mayesh,Dahlia Coral,,110,672,0.1637,130
4,Mayesh,Dahlia Coral,,20,641,0.0312,130
2,Mayesh,Peony - Coral Charm,,130,720,0.1806,130
2,Mayesh,Pompon Novelty White - Mont Blanc,,30,720,0.0417,130
3,Mayesh,Pompon Novelty White - Mont Blanc,,5,672,0.0074,130
4,Mayesh,Pompon Novelty White - Mont Blanc,,95,641,0.1482,130
4,Mayesh,Port Oxford Cedar,,130,641,0.2028,130
1,Mayesh,Wax Flower Purple,,10,181,0.0552,130
2,Mayesh,Wax Flower Purple,,10,720,0.0139,130
4,Mayesh,Wax Flower Purple,,110,641,0.1716,130
1,Mayesh,Carnation - Lege Pink,Carnation,25,181,0.1381,125
2,Mayesh,Carnation - Lege Pink,Carnation,50,720,0.0694,125
4,Mayesh,Carnation - Lege Pink,Carnation,50,641,0.078,125
2,Mayesh,Carnation Pink/cream - Antiqua,,125,720,0.1736,125
2,Mayesh,Carnation Purple - Burgundy PIxel,,125,720,0.1736,125
1,Mayesh,Cushion Pompon Burgundy- Malbac,,60,181,0.3315,125
2,Mayesh,Cushion Pompon Burgundy- Malbac,,20,720,0.0278,125
3,Mayesh,Cushion Pompon Burgundy- Malbac,,25,672,0.0372,125
4,Mayesh,Cushion Pompon Burgundy- Malbac,,20,641,0.0312,125
4,Mayesh,Mini Carnation Burgundy - Chateau,,125,641,0.195,125
2,Mayesh,Bells Of Ireland,,10,720,0.0139,120
3,Mayesh,Bells Of Ireland,,80,672,0.119,120
4,Mayesh,Bells Of Ireland,,30,641,0.0468,120
3,Mayesh,Chamomile White,,60,672,0.0893,120
4,Mayesh,Chamomile White,,60,641,0.0936,120
1,Mayesh,Grevillea Foliage,,40,181,0.221,120
3,Mayesh,Grevillea Foliage,,80,672,0.119,120
4,Mayesh,Medium Calla Lily - White,,120,641,0.1872,120
2,Mayesh,Solidago Yellow,,15,720,0.0208,115
3,Mayesh,Solidago Yellow,,60,672,0.0893,115
4,Mayesh,Solidago Yellow,,40,641,0.0624,115
3,Mayesh,Astilbe Burgundy,,40,672,0.0595,110
4,Mayesh,Astilbe Burgundy,,70,641,0.1092,110
4,Mayesh,Carnation Blush- Hanoi,,110,641,0.1716,110
4,Mayesh,Carolina Sapphire,,110,641,0.1716,110
4,Mayesh,Cremon Mum Purple - Densa,,110,641,0.1716,110
4,Mayesh,Dried - Bleached Fern,,110,641,0.1716,110
2,Mayesh,Lisianthus Blush,,50,720,0.0694,110
3,Mayesh,Lisianthus Blush,,60,672,0.0893,110
3,Mayesh,Preserved - Lunaria White,,90,672,0.1339,110
4,Mayesh,Preserved - Lunaria White,,20,641,0.0312,110
1,Mayesh,Tulip Black - Ronaldo,,110,181,0.6077,110
3,Mayesh,Mini Carnation Dusty Pink - Masquerade,,20,672,0.0298,105
4,Mayesh,Mini Carnation Dusty Pink - Masquerade,,85,641,0.1326,105
2,Mayesh,Poliantemus (Silver Dollar),,70,720,0.0972,105
3,Mayesh,Poliantemus (Silver Dollar),,15,672,0.0223,105
4,Mayesh,Poliantemus (Silver Dollar),,20,641,0.0312,105
2,Mayesh,Allium - Drumstick,,100,720,0.1389,100
4,Mayesh,Carnation White - Polar Route,,100,641,0.156,100
1,Mayesh,Double Tulip Yellow,,65,181,0.3591,100
2,Mayesh,Double Tulip Yellow,,20,720,0.0278,100
3,Mayesh,Double Tulip Yellow,,15,672,0.0223,100
2,Mayesh,French Tulip - White,,100,720,0.1389,100
