quarter,supplier,stem_name,stem_type,total_stems,quarterly_events,avg_stems_per_event,annual_total
2,Mayesh,Eucalyptus - Willow,,40,720,0.0556,80
4,Mayesh,Eucalyptus - Willow,,40,641,0.0624,80
1,Mayesh,Hypericum Peach,,20,181,0.1105,80
3,Mayesh,Hypericum Peach,,60,672,0.0893,80
1,Mayesh,Micro Pompons White - Candy Crush,,40,181,0.221,80
3,Mayesh,Micro Pompons White - Candy Crush,,20,672,0.0298,80
4,Mayesh,Micro Pompons White - Candy Crush,,20,641,0.0312,80
2,Mayesh,Plumosa Dyed Blue,,80,720,0.1111,80
2,Mayesh,Sea Oat Grass,,10,720,0.0139,80
3,Mayesh,Sea Oat Grass,,60,672,0.0893,80
4,Mayesh,Sea Oat Grass,,10,641,0.0156,80
2,Mayesh,Tulip Double Python,,50,720,0.0694,80
4,Mayesh,Tulip Double Python,,30,641,0.0468,80
2,Mayesh,Umbrella Fern,,10,720,0.0139,80
4,Mayesh,Umbrella Fern,,70,641,0.1092,80
1,Mayesh,White Pine Tips,,20,181,0.1105,80
4,Mayesh,White Pine Tips,,60,641,0.0936,80
4,Mayesh,Bronze/gold Football Mum,,75,641,0.117,75
4,Mayesh,Carnation - Nobbio Burgundy,,75,641,0.117,75
3,Mayesh,Carnation Peach - Novia,,75,672,0.1116,75
3,Mayesh,Carnation Pink- Babylon,,25,672,0.0372,75
4,Mayesh,Carnation Pink- Babylon,,50,641,0.078,75
2,Mayesh,Monstera Leaf Medium,,5,720,0.0069,75
3,Mayesh,Monstera Leaf Medium,,30,672,0.0446,75
4,Mayesh,Monstera Leaf Medium,,40,641,0.0624,75
4,Mayesh,Rose Mustard - Symbol,,75,641,0.117,75
4,Mayesh,Hydrangea - Antique Rose Premium (18-19 cm),,71,641,0.1108,71
2,Mayesh,Hydrangea Light/Medium Pink,,30,720,0.0417,71
3,Mayesh,Hydrangea Light/Medium Pink,,10,672,0.0149,71
4,Mayesh,Hydrangea Light/Medium Pink,,31,641,0.0484,71
2,Mayesh,Local Limelight Antique Hydrangea,,27,720,0.0375,71
3,Mayesh,Local Limelight Antique Hydrangea,,44,672,0.0655,71
2,Mayesh,Allium Purple,,40,720,0.0556,70
4,Mayesh,Allium Purple,,30,641,0.0468,70
1,Mayesh,Dried - Nigella Pod,,20,181,0.1105,70
4,Mayesh,Dried - Nigella Pod,,50,641,0.078,70
1,Mayesh,Gardenia Foliage,,20,181,0.1105,70
2,Mayesh,Gardenia Foliage,,50,720,0.0694,70
4,Mayesh,Hypericum Orange,,70,641,0.1092,70
4,Mayesh,Limonium - Pina Colada,,70,641,0.1092,70
4,Mayesh,Mini Calla Lily - Bloody Mary,,70,641,0.1092,70
3,Mayesh,Mum Ball Orange - Chivas,,60,672,0.0893,70
4,Mayesh,Mum Ball Orange - Chivas,,10,641,0.0156,70
2,Mayesh,Scabiosa Pink - Focal Scoop Bon Bon Vanilla,,30,720,0.0417,70
4,Mayesh,Scabiosa Pink - Focal Scoop Bon Bon Vanilla,,40,641,0.0624,70
2,Mayesh,Spray Rose Blush - Bashful Blush,,10,720,0.0139,70
3,Mayesh,Spray Rose Blush - Bashful Blush,,40,672,0.0595,70
4,Mayesh,Spray Rose Blush - Bashful Blush,,20,641,0.0312,70
1,Mayesh,Spray Rose Lavender - Little Silver,,20,181,0.1105,70
2,Mayesh,Spray Rose Lavender - Little Silver,,30,720,0.0417,70
3,Mayesh,Spray Rose Lavender - Little Silver,,10,672,0.0149,70
4,Mayesh,Spray Rose Lavender - Little Silver,,10,641,0.0156,70
2,Mayesh,Spray Rose White- Shining Star,,20,720,0.0278,70
3,Mayesh,Spray Rose White- Shining Star,,50,672,0.0744,70
3,Mayesh,Statice Hot Pink,,60,672,0.0893,70
4,Mayesh,Statice Hot Pink,,10,641,0.0156,70
2,Mayesh,Amaranthus- Green Upright - Short,,45,720,0.0625,65
3,Mayesh,Amaranthus- Green Upright - Short,,10,672,0.0149,65
4,Mayesh,Amaranthus- Green Upright - Short,,10,641,0.0156,65
3,Mayesh,Dahlia Burgundy,,30,672,0.0446,65
4,Mayesh,Dahlia Burgundy,,35,641,0.0546,65
2,Mayesh,Lepidium Green,,45,720,0.0625,65
3,Mayesh,Lepidium Green,,20,672,0.0298,65
4,Mayesh,Mini Carnation White Ibis,,65,641,0.1014,65
1,Mayesh,Mixed Eucalyptus Garland - Med - (Per FT),,6,181,0.0331,61
4,Mayesh,Mixed Eucalyptus Garland - Med - (Per FT),,55,641,0.0858,61
2,Mayesh,Alstroemeria Peach - Lorena,,60,720,0.0833,60
3,Mayesh,Alstroemeria White - Whistler,,60,672,0.0893,60
1,Mayesh,Amaranthus- Upright Red Velvet,,40,181,0.221,60
2,Mayesh,Amaranthus- Upright Red Velvet,,20,720,0.0278,60
4,Mayesh,Anthurium Green - Midori - MED,,60,641,0.0936,60
4,Mayesh,Aspidistra- Milky Way Varigated,,60,641,0.0936,60
2,Mayesh,Carnation Pink - Bubblicious,,10,720,0.0139,60
3,Mayesh,Carnation Pink - Bubblicious,,25,672,0.0372,60
4,Mayesh,Carnation Pink - Bubblicious,,25,641,0.039,60
4,Mayesh,Fraser Fir,,60,641,0.0936,60
2,Mayesh,Lisianthus Pink,Lisianthus,30,720,0.0417,60
3,Mayesh,Lisianthus Pink,Lisianthus,30,672,0.0446,60
3,Mayesh,Mum Ball- Paladov Sunny,,60,672,0.0893,60
2,Mayesh,Pennycress Greenery,,40,720,0.0556,60
4,Mayesh,Pennycress Greenery,,20,641,0.0312,60
3,Mayesh,Pompon Cushion Lavender- Roselle,,60,672,0.0893,60
2,Mayesh,Spray Rose Yellow - Eastern Sun,,20,720,0.0278,60
4,Mayesh,Spray Rose Yellow - Eastern Sun,,40,641,0.0624,60
2,Mayesh,Stock Mauve,Stock,50,720,0.0694,60
4,Mayesh,Stock Mauve,Stock,10,641,0.0156,60
2,Mayesh,Tulip - Double Double Price Lavender,,60,720,0.0833,60
2,Mayesh,Veronica White,,60,720,0.0833,60
3,Mayesh,Anthurium White - Acropolis - MED,,52,672,0.0774,52
4,Mayesh,Amaranthus - Hanging Bronze,,50,641,0.078,50
4,Mayesh,Carnation Hot Pink - Bizet,,50,641,0.078,50
2,Mayesh,Carnation - Orange Flame,,50,720,0.0694,50
1,Mayesh,Craspedia Yellow,Craspedia,10,181,0.0552,50
3,Mayesh,Craspedia Yellow,Craspedia,30,672,0.0446,50
4,Mayesh,Craspedia Yellow,Craspedia,10,641,0.0156,50
1,Mayesh,Cremon Lavender - Carina,,50,181,0.2762,50
3,Mayesh,Cremon Red - Tornado,,50,672,0.0744,50
2,Mayesh,Micro Pompons White - Katy,,30,720,0.0417,50
3,Mayesh,Micro Pompons White - Katy,,20,672,0.0298,50
1,Mayesh,Oriental Lily Pink - Star Gazer,,10,181,0.0552,50
3,Mayesh,Oriental Lily Pink - Star Gazer,,10,672,0.0149,50
4,Mayesh,Oriental Lily Pink - Star Gazer,,30,641,0.0468,50
2,Mayesh,Plumosa Dyed Dark Blue,,50,720,0.0694,50
2,Mayesh,Podocarpus - Maci,,30,720,0.0417,50
4,Mayesh,Podocarpus - Maci,,20,641,0.0312,50
2,Mayesh,Preserved- Hanging Amaranth Natural,,5,720,0.0069,50
3,Mayesh,Preserved- Hanging Amaranth Natural,,35,672,0.0521,50
4,Mayesh,Preserved- Hanging Amaranth Natural,,10,641,0.0156,50
4,Mayesh,Rose Cream - Candlelight,,50,641,0.078,50
2,Mayesh,Scabiosa Dark Pink - Strawberry,,50,720,0.0694,50
3,Mayesh,Solomio Bright Pink - Imre,,50,672,0.0744,50
1,Mayesh,Spray Rose - Pink Yoyo,,40,181,0.221,50
3,Mayesh,Spray Rose - Pink Yoyo,,10,672,0.0149,50
2,Mayesh,Sweet Pea Japanese Mauve,,50,720,0.0694,50
1,Mayesh,Wax Flower - Lavender,,40,181,0.221,50
4,Mayesh,Wax Flower - Lavender,,10,641,0.0156,50
2,Mayesh,Garden Rose Blush - Kiera David Austin,,24,720,0.0333,48
4,Mayesh,Garden Rose Blush - Kiera David Austin,,24,641,0.0374,48
3,Mayesh,Mum White - Vladimir,Chrysanthemum,20,672,0.0298,45
4,Mayesh,Mum White - Vladimir,Chrysanthemum,25,641,0.039,45
3,Mayesh,Rose - Pink O'hare,,30,672,0.0446,42
4,Mayesh,Rose - Pink O'hare,,12,641,0.0187,42
3,Mayesh,Amaranthus - Hanging Coral,,20,672,0.0298,40
4,Mayesh,Amaranthus - Hanging Coral,,20,641,0.0312,40
2,Mayesh,Anthurium Green - Pistache - MED,,30,720,0.0417,40
3,Mayesh,Anthurium Green - Pistache - MED,,10,672,0.0149,40
3,Mayesh,Bleached Oats,,40,672,0.0595,40
3,Mayesh,Bunny Tail - Green Grass,,40,672,0.0595,40
4,Mayesh,Camellia,,40,641,0.0624,40
4,Mayesh,Carnation Mauve - Mohave,,40,641,0.0624,40
2,Mayesh,Cocculus Greenery,,40,720,0.0556,40
3,Mayesh,Cremon Bronze - Fuego,,40,672,0.0595,40
3,Mayesh,Dahlia Peach,,40,672,0.0595,40
3,Mayesh,Dendrobium Orchid Blush - Erika,,40,672,0.0595,40
2,Mayesh,Godetia Dark Pink,,40,720,0.0556,40
1,Mayesh,Hellebore - Queen of the Night,,40,181,0.221,40
3,Mayesh,Hypericum Red,,30,672,0.0446,40
4,Mayesh,Hypericum Red,,10,641,0.0156,40
1,Mayesh,Hypericum White,,30,181,0.1657,40
4,Mayesh,Hypericum White,,10,641,0.0156,40
2,Mayesh,Juliet Garden Rose - Peach,,10,720,0.0139,40
3,Mayesh,Juliet Garden Rose - Peach,,30,672,0.0446,40
3,Mayesh,Mini Calla Lily Purple/white - Picasso,,40,672,0.0595,40
2,Mayesh,Mokara Orchid - Light Pink,,40,720,0.0556,40
2,Mayesh,Pepperberry Hanging Pink,,10,720,0.0139,40
4,Mayesh,Pepperberry Hanging Pink,,30,641,0.0468,40
1,Mayesh,Pine Spruce Greenery,,20,181,0.1105,40
4,Mayesh,Pine Spruce Greenery,,20,641,0.0312,40
2,Mayesh,Rose White - Tibet,,15,720,0.0208,40
3,Mayesh,Rose White - Tibet,,25,672,0.0372,40
2,Mayesh,Solomio White - Ard,,30,720,0.0417,40
4,Mayesh,Solomio White - Ard,,10,641,0.0156,40
1,Mayesh,Spray Rose Lavender - Sterling Sensation,,30,181,0.1657,40
2,Mayesh,Spray Rose Lavender - Sterling Sensation,,10,720,0.0139,40
1,Mayesh,Sweet Pea White,,30,181,0.1657,40
2,Mayesh,Sweet Pea White,,10,720,0.0139,40
2,Mayesh,Tulip - Double Price Light Pink,,40,720,0.0556,40
1,Mayesh,Tulip Orange - Princess Double,,20,181,0.1105,40
2,Mayesh,Tulip Orange - Princess Double,,20,720,0.0278,40
2,Mayesh,Butterfly Ranunculus White - Magical Mascarpone,,5,720,0.0069,35
3,Mayesh,Butterfly Ranunculus White - Magical Mascarpone,,30,672,0.0446,35
2,Mayesh,Curly Willow Branches,,25,720,0.0347,35
4,Mayesh,Curly Willow Branches,,10,641,0.0156,35
3,Mayesh,Dahlia White,,35,672,0.0521,35
2,Mayesh,Peony Pink/Blush - Sarah Bernhardt,,25,720,0.0347,35
3,Mayesh,Peony Pink/Blush - Sarah Bernhardt,,10,672,0.0149,35
2,Mayesh,Rose Orange - Free Spirit,,35,720,0.0486,35
4,Mayesh,Spray Rose Orange - Mambo,,35,641,0.0546,35
2,Mayesh,Anthurium Coral - Sante MED,,10,720,0.0139,30
3,Mayesh,Anthurium Coral - Sante MED,,10,672,0.0149,30
4,Mayesh,Anthurium Coral - Sante MED,,10,641,0.0156,30
3,Mayesh,Areca Palm Medium,,30,672,0.0446,30
1,Mayesh,Asiatic Lily White -Richmond,,5,181,0.0276,30
4,Mayesh,Asiatic Lily White -Richmond,,25,641,0.039,30
3,Mayesh,Carnation Peach - Brut,,20,672,0.0298,30
4,Mayesh,Carnation Peach - Brut,,10,641,0.0156,30
4,Mayesh,Chrysanthemum Disbud-Creme Brulee Yellow,,30,641,0.0468,30
2,Mayesh,Cosmos - White,,20,720,0.0278,30
3,Mayesh,Cosmos - White,,10,672,0.0149,30
1,Mayesh,Cotinus Foliage Burgundy,,30,181,0.1657,30
2,Mayesh,Delphinium Blush - Pink Planet,Delphinium,30,720,0.0417,30
3,Mayesh,Delphinium Hybrid - Purple,,10,672,0.0149,30
4,Mayesh,Delphinium Hybrid - Purple,,20,641,0.0312,30
2,Mayesh,Godetia White,,10,720,0.0139,30
4,Mayesh,Godetia White,,20,641,0.0312,30
3,Mayesh,Helecho Macho Fern,,30,672,0.0446,30
3,Mayesh,Larkspur Purple,,30,672,0.0446,30
4,Mayesh,Limonium - Cinnamon Tinted,,30,641,0.0468,30
4,Mayesh,Lingustrum - Berry Black,,30,641,0.0468,30
1,Mayesh,Lisianthus Lavender,Lisianthus,10,181,0.0552,30
2,Mayesh,Lisianthus Lavender,Lisianthus,10,720,0.0139,30
3,Mayesh,Lisianthus Lavender,Lisianthus,10,672,0.0149,30
2,Mayesh,Magnolia Tips,,20,720,0.0278,30
4,Mayesh,Magnolia Tips,,10,641,0.0156,30
4,Mayesh,Micro Pompons Pink/lavender - Dotty Pink,,30,641,0.0468,30
4,Mayesh,Mini Calla Lily - Cranberry,,30,641,0.0468,30
3,Mayesh,Mini Calla Lily - Pink,,30,672,0.0446,30
3,Mayesh,Mini Carnation Pink Roxanne,,30,672,0.0446,30
4,Mayesh,Mini Pine Cones,,30,641,0.0468,30
3,Mayesh,Mum Ball Yellow - Totumo,,30,672,0.0446,30
4,Mayesh,Pine Cones,,30,641,0.0468,30
1,Mayesh,Pompon Cushion Red - Testarossa,,10,181,0.0552,30
4,Mayesh,Pompon Cushion Red - Testarossa,,20,641,0.0312,30
2,Mayesh,Ranunculus - Light Pink Elegance,,20,720,0.0278,30
4,Mayesh,Ranunculus - Light Pink Elegance,,10,641,0.0156,30
4,Mayesh,Ranunculus - Peach Elegance,,30,641,0.0468,30
4,Mayesh,Rosemary,,30,641,0.0468,30
2,Mayesh,Rose Pink - Mayra's Queen,,30,720,0.0417,30
1,Mayesh,Solomio Blush - Cas,Solomio,20,181,0.1105,30
3,Mayesh,Solomio Blush - Cas,Solomio,10,672,0.0149,30
1,Mayesh,Stock Light Pink,,30,181,0.1657,30
1,Mayesh,Tulip Purple - Queen Of The Night,,30,181,0.1657,30
4,Mayesh,Tulip - Red,,30,641,0.0468,30
1,Mayesh,Yarrow Yellow - Cottage Cream,,30,181,0.1657,30
3,Mayesh,Baby's Breath White - Cosmic,,20,672,0.0298,25
4,Mayesh,Baby's Breath White - Cosmic,,5,641,0.0078,25
2,Mayesh,Butterfly Ranunculus Yellow - Phytalos,,25,720,0.0347,25
4,Mayesh,Carnation Purple - Minerva,,25,641,0.039,25
4,Mayesh,Delphinium White - Hybrid,,25,641,0.039,25
4,Mayesh,Micro Pompons Bronze - Oro,,25,641,0.039,25
2,Mayesh,Mini Carnation Canela,,5,720,0.0069,25
3,Mayesh,Mini Carnation Canela,,20,672,0.0298,25
2,Mayesh,Mini Carnation White - Selene,,5,720,0.0069,25
4,Mayesh,Mini Carnation White - Selene,,20,641,0.0312,25
4,Mayesh,Olive Branch- GV,,25,641,0.039,25
1,Mayesh,Rose- Black Baccara,,25,181,0.1381,25
2,Mayesh,Rose Blush - Pink Mondial,,25,720,0.0347,25
4,Mayesh,Rose Gold - Golden Mustard,,25,641,0.039,25
2,Mayesh,Rose Lavender - Ocean Song,Rose,25,720,0.0347,25
2,Mayesh,Rose Lavender - Tiara,,25,720,0.0347,25
3,Mayesh,Rose - Mayra's Pink,,25,672,0.0372,25
4,Mayesh,Rose Peach/Coral- Taxo,,25,641,0.039,25
1,Mayesh,Rose Pink - Pink Xpression,,25,181,0.1381,25
3,Mayesh,Rose White - Escimo,,25,672,0.0372,25
2,Mayesh,White Pearl Baby's Breath,,25,720,0.0347,25
1,Mayesh,Salal And Italian Ruscus Garland - Med - (Per FT),,16,181,0.0884,24
3,Mayesh,Salal And Italian Ruscus Garland - Med - (Per FT),,8,672,0.0119,24
1,Mayesh,Alstroemeria Lavender - Platina,,10,181,0.0552,20
2,Mayesh,Alstroemeria Lavender - Platina,,10,720,0.0139,20
1,Mayesh,Alstroemeria Yellow/Orange - Cocktail,,20,181,0.1105,20
4,Mayesh,Be Amazing - Spray Rose,,20,641,0.0312,20
2,Mayesh,Big Dipper Spray Rose - Blush,,20,720,0.0278,20
4,Mayesh,Butterfly Ranunculus - Eris,,20,641,0.0312,20
3,Mayesh,Carnation Purple - Moonshade,,20,672,0.0298,20
3,Mayesh,Cremon Red - Rosseta,,20,672,0.0298,20
4,Mayesh,Cremon Yellow -Zembla Sunny,,20,641,0.0312,20
3,Mayesh,Dahlia Blush,,10,672,0.0149,20
4,Mayesh,Dahlia Blush,,10,641,0.0156,20
4,Mayesh,Dendrobium Red - Mokara,,20,641,0.0312,20
4,Mayesh,Dried - Yellow Yarrow,,20,641,0.0312,20
2,Mayesh,Glamini White - Ambar,,10,720,0.0139,20
3,Mayesh,Glamini White - Ambar,,10,672,0.0149,20
3,Mayesh,Jazmin Greenery (Agrogana),,20,672,0.0298,20
4,Mayesh,Kangaroo Paw Red,,20,641,0.0312,20
3,Mayesh,Larkspur Pink,Larkspur,20,672,0.0298,20
3,Mayesh,Lily Orange - Amiga,,20,672,0.0298,20
3,Mayesh,Limonium Lavender- Sky Light,,20,672,0.0298,20
3,Mayesh,Lisianthus Green,,20,672,0.0298,20
2,Mayesh,Marigold Orange,Marigold,20,720,0.0278,20
2,Mayesh,Ming Fern,,20,720,0.0278,20
4,Mayesh,Mini Calla Lily Cherry,,20,641,0.0312,20
2,Mayesh,Mini Calla Lily Yellow,,20,720,0.0278,20
3,Mayesh,Mum Ball - Lavender Mochi,,20,672,0.0298,20
2,Mayesh,Palm - Tee Pee,,10,720,0.0139,20
4,Mayesh,Palm - Tee Pee,,10,641,0.0156,20
3,Mayesh,Pitto Nigra Varigated,,20,672,0.0298,20
4,Mayesh,Pompon Cushion Bronze - Prinz,,20,641,0.0312,20
4,Mayesh,Princess Pine,,20,641,0.0312,20
3,Mayesh,Purple Double Tulip,,20,672,0.0298,20
4,Mayesh,Ranunculus - Ciocolato Elegance,Ranunculus,20,641,0.0312,20
2,Mayesh,Rose Blush - Blessing,,20,720,0.0278,20
3,Mayesh,Spray Rose Blush - Muscadet,,20,672,0.0298,20
3,Mayesh,Spray Rose Blush- Starblush,,20,672,0.0298,20
2,Mayesh,Spray Rose Light Pink - Lydia,,20,720,0.0278,20
4,Mayesh,Spray Stock Lavender,,20,641,0.0312,20
4,Mayesh,Spray Sunflowers,,20,641,0.0312,20
2,Mayesh,Statice Sinzil Pink,,20,720,0.0278,20
1,Mayesh,Super Mum Lavender - Single Lady Dark,,20,181,0.1105,20
3,Mayesh,Terracotta Celosia,,20,672,0.0298,20
2,Mayesh,Tweedia (Agrogana) - Light Blue,,20,720,0.0278,20
4,Mayesh,Wax Flower Orange,,20,641,0.0312,20
2,Mayesh,White Scoop Scabiosa,Scabiosa,20,720,0.0278,20
1,Mayesh,Box of Moss (18” x 18” x 14”),,1,181,0.0055,18
2,Mayesh,Box of Moss (18” x 18” x 14”),,17,720,0.0236,18
4,Mayesh,Cymbidium Orchid - Madelon Red,,16,641,0.025,16
2,Mayesh,Cremon Lavender - Petruska,,15,720,0.0208,15
2,Mayesh,Monstera Leaf Small,,15,720,0.0208,15
2,Mayesh,Ranunculus - Coral Elegance,Ranunculus,15,720,0.0208,15
3,Mayesh,Spray Stock Dark Pink,,15,672,0.0223,15
2,Mayesh,Spray Stock Purple,,15,720,0.0208,15
3,Mayesh,"Succulent - Rosette 1""-3""",,15,672,0.0223,15
4,Mayesh,Anthurium Pink - Cheers LG,,12,641,0.0187,12
2,Mayesh,Anthurium Pink - Cheers MED,,12,720,0.0167,12
4,Mayesh,Garden Rose - White Cloud,,12,641,0.0187,12
2,Mayesh,Hydrangea White - Select,,12,720,0.0167,12
4,Mayesh,Phalaenopsis Blush,,12,641,0.0187,12
2,Mayesh,Amaranthus- Red Upright - Short,,10,720,0.0139,10
4,Mayesh,Anthurium Dark Red - Choco LG,,10,641,0.0156,10
4,Mayesh,Brunia Silver,,10,641,0.0156,10
4,Mayesh,Butterfly Ranunculus White - Grace,,10,641,0.0156,10
2,Mayesh,Cremon Mum - Cream,,10,720,0.0139,10
3,Mayesh,Cymbidium Orchid - Pink,,10,672,0.0149,10
2,Mayesh,Delphinium Lavender - Trick,Delphinium,10,720,0.0139,10
4,Mayesh,Gladiolus Burgundy,,10,641,0.0156,10
2,Mayesh,Godetia Orange,,10,720,0.0139,10
3,Mayesh,Gomphrena Orange,,10,672,0.0149,10
3,Mayesh,Gomphrena Purple,,10,672,0.0149,10
3,Mayesh,Ivy,,10,672,0.0149,10
3,Mayesh,Jasmine Vine (Wholesale),,10,672,0.0149,10
2,Mayesh,Lilac Lavender,,10,720,0.0139,10
4,Mayesh,Micro Pompons Bronze - Pancras Dark,,10,641,0.0156,10
3,Mayesh,Micro Pompons Green - Candy Crush Mint,,10,672,0.0149,10
2,Mayesh,Mum Ball Bronze - Mochi Bronze,,10,720,0.0139,10
2,Mayesh,Oriental Lily White- Sambuca,,10,720,0.0139,10
1,Mayesh,Oshi Light Pink Limonium,,10,181,0.0552,10
2,Mayesh,Palm - Sago Large,,10,720,0.0139,10
3,Mayesh,Peony Burgundy,,10,672,0.0149,10
2,Mayesh,Peony Hot Pink - Alexander Flemming,,10,720,0.0139,10
3,Mayesh,Pompon Daisy Light Bronze - Ribbon,,10,672,0.0149,10
2,Mayesh,Pompon Light Bronze - Solar Eclipse,,10,720,0.0139,10
4,Mayesh,Preserved - Copper Beech Foliage - Burgundy,,10,641,0.0156,10
4,Mayesh,Privet Berries,,10,641,0.0156,10
4,Mayesh,Rose Cream - Vendela,,10,641,0.0156,10
4,Mayesh,Rose Peach - Phoenix,,10,641,0.0156,10
3,Mayesh,Solomio White - Snow Tessino,,10,672,0.0149,10
2,Mayesh,Spray Rose Lime Yellow - Limoncello,,10,720,0.0139,10
3,Mayesh,Spray Rose Yellow- Mariah,,10,672,0.0149,10
2,Mayesh,Statice Sinzil Peach,,10,720,0.0139,10
4,Mayesh,Sweet Pea Brown,,10,641,0.0156,10
3,Mayesh,Sweet Pea Dark Pink,,10,672,0.0149,10
1,Mayesh,Tulip - Double Cream,,10,181,0.0552,10
4,Mayesh,Alstroemeria Purple - Xanadu,,5,641,0.0078,5
2,Mayesh,Butterfly Ranunculus Orange - Charis,,5,720,0.0069,5
2,Mayesh,Butterfly Ranunculus Pink - Magical Raspberry,,5,720,0.0069,5
3,Mayesh,Dahlia Orange,,5,672,0.0074,5
3,Mayesh,Dried Pampas Grass Short,,5,672,0.0074,5
2,Mayesh,Lepidium,,5,720,0.0069,5
2,Mayesh,Mayras Pink,,5,720,0.0069,5
2,Mayesh,Nigella White,,5,720,0.0069,5
2,Mayesh,Ranunculus - Hot Pink Elegance,Ranunculus,5,720,0.0069,5
2,Mayesh,Ranunculus - Orange Elegance,Ranunculus,5,720,0.0069,5
2,Mayesh,Ranunculus - Yellow Elegance,Ranunculus,5,720,0.0069,5
2,Mayesh,Spray Rose Orange-Saona,,5,720,0.0069,5
4,Mayesh,Ti Leaf (Cordyline) - dark green pink edge,,5,641,0.0078,5
2,Mayesh,Veronica-Salmon Mum,,5,720,0.0069,5
3,Mayesh,Yellow Solidago,Solidago,5,672,0.0074,5
4,Mayesh,Phalaenopsis Orchid Spray White 6-9 Blooms,,4,641,0.0062,4
4,Mayesh,Box of Sheet Moss,,1,641,0.0016,1
4,Mayesh,King Protea Pink,,1,641,0.0016,1
4,Mayesh,Mistletoe,,1,641,0.0016,1
3,Mayesh,Protea- Pink Ice,,1,672,0.0015,1
1,Mayesh (Local),Baby's Breath White - Xlence,,780,181,4.3094,930
2,Mayesh (Local),Baby's Breath White - Xlence,,45,720,0.0625,930
3,Mayesh (Local),Baby's Breath White - Xlence,,20,672,0.0298,930
4,Mayesh (Local),Baby's Breath White - Xlence,,85,641,0.1326,930
1,Mayesh (Local),Eucalyptus - Parvifolia,Eucalyptus,120,181,0.663,280
2,Mayesh (Local),Eucalyptus - Parvifolia,Eucalyptus,160,720,0.2222,280
1,Mayesh (Local),Salal,,60,181,0.3315,280
2,Mayesh (Local),Salal,,200,720,0.2778,280
3,Mayesh (Local),Salal,,20,672,0.0298,280
1,Mayesh (Local),Israeli Ruscus,,55,181,0.3039,230
2,Mayesh (Local),Israeli Ruscus,,125,720,0.1736,230
4,Mayesh (Local),Israeli Ruscus,,50,641,0.078,230
1,Mayesh (Local),Rose White - Playa Blanca,Rose,50,181,0.2762,215
2,Mayesh (Local),Rose White - Playa Blanca,Rose,40,720,0.0556,215
4,Mayesh (Local),Rose White - Playa Blanca,Rose,125,641,0.195,215
1,Mayesh (Local),Ranunculus - White Elegance,Ranunculus,70,181,0.3867,190
2,Mayesh (Local),Ranunculus - White Elegance,Ranunculus,60,720,0.0833,190
4,Mayesh (Local),Ranunculus - White Elegance,Ranunculus,60,641,0.0936,190
1,Mayesh (Local),Delphinium Light Blue - Bella Donna,,50,181,0.2762,170
2,Mayesh (Local),Delphinium Light Blue - Bella Donna,,100,720,0.1389,170
3,Mayesh (Local),Delphinium Light Blue - Bella Donna,,20,672,0.0298,170
2,Mayesh (Local),Larkspur White,,100,720,0.1389,150
4,Mayesh (Local),Larkspur White,,50,641,0.078,150
1,Mayesh (Local),Rose White - Tibet,,50,181,0.2762,140
2,Mayesh (Local),Rose White - Tibet,,25,720,0.0347,140
4,Mayesh (Local),Rose White - Tibet,,65,641,0.1014,140
2,Mayesh (Local),Italian Ruscus Tall,,115,720,0.1597,130
3,Mayesh (Local),Italian Ruscus Tall,,5,672,0.0074,130
4,Mayesh (Local),Italian Ruscus Tall,,10,641,0.0156,130
2,Mayesh (Local),Stock Peach,,110,720,0.1528,120
3,Mayesh (Local),Stock Peach,,10,672,0.0149,120
1,Mayesh (Local),Leather Leaf,Leather Leaf,85,181,0.4696,115
2,Mayesh (Local),Leather Leaf,Leather Leaf,30,720,0.0417,115
2,Mayesh (Local),Ranunculus - Peach Elegance,,95,720,0.1319,115
3,Mayesh (Local),Ranunculus - Peach Elegance,,20,672,0.0298,115
2,Mayesh (Local),Spray Rose White - Floreana,,35,720,0.0486,95
4,Mayesh (Local),Spray Rose White - Floreana,,60,641,0.0936,95
2,Mayesh (Local),Veronica White,,40,720,0.0556,90
4,Mayesh (Local),Veronica White,,50,641,0.078,90
2,Mayesh (Local),Hydrangea White - Madame Emily,,82,720,0.1139,82
4,Mayesh (Local),Carolina Sapphire,,70,641,0.1092,70
2,Mayesh (Local),Craspedia Yellow,Craspedia,70,720,0.0972,70
1,Mayesh (Local),Eucalyptus - Seeded,Eucalyptus,40,181,0.221,70
4,Mayesh (Local),Eucalyptus - Seeded,Eucalyptus,30,641,0.0468,70
4,Mayesh (Local),Leyland Cypress,,70,641,0.1092,70
1,Mayesh (Local),Spray Rose Peach - Bali,,20,181,0.1105,70
2,Mayesh (Local),Spray Rose Peach - Bali,,50,720,0.0694,70
1,Mayesh (Local),Delphinium White (White Center),,40,181,0.221,60
2,Mayesh (Local),Delphinium White (White Center),,20,720,0.0278,60
3,Mayesh (Local),Scabiosa Pink - Focal Scoop Bon Bon Vanilla,,20,672,0.0298,60
4,Mayesh (Local),Scabiosa Pink - Focal Scoop Bon Bon Vanilla,,40,641,0.0624,60
1,Mayesh (Local),Scabiosa White- Caucasian,,60,181,0.3315,60
2,Mayesh (Local),Solidago Yellow,,60,720,0.0833,60
1,Mayesh (Local),Spray Rose White - Snowflake,Spray Rose,50,181,0.2762,60
